Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,ВКонтакте,WhatsApp,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Красноусольская премиум,,Питьевая вода,"50 лет СССР, 42/1а",,450071,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.5,7,"89177700180 (горячая линия: пн-пт 9:00-18:00; сб, вс 10:00-17:00)",83472163307 (служба доставки: пн-пт 8:30-20:00),http://красноусольскаяпремиум.рф,,,https://vk.com/zhvoda_ufa,,,,54.747291,56.021439,https://2gis.com/firm/70000001054956410,branch
Vodorobot,,Питьевая вода,"проспект Дружбы Народов, 53",,450017,,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.770521,55.903604,https://2gis.com/firm/70000001076296413,branch
Vodorobot,,Питьевая вода,"Софьи Перовской, 25/1",,450092,Белореченский м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.69564,56.000576,https://2gis.com/firm/70000001087750179,branch
Живая вода,водомат,Питьевая вода,"Булата Имашева, 12",,450062,Кузнецовский затон м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,1,89177837466,,http://alivewater.ru,,,,,,,54.690991,55.972538,https://2gis.com/firm/70000001051292178,branch
Живая вода,водомат,Питьевая вода,"Бессонова, 3",1 этаж,450001,,Советский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.8,4,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.741675,55.990362,https://2gis.com/firm/70000001057734982,branch
Vodorobot,,Питьевая вода,"проспект Октября, 112/3",,450098,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.1,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.768385,56.02522,https://2gis.com/firm/70000001067032249,branch
Живая вода,водомат,Питьевая вода,"проспект Дружбы Народов, 55/1",,450017,,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,3,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.771005,55.901242,https://2gis.com/firm/70000001067249097,branch
Живая вода,водомат,Питьевая вода,"бульвар Давлеткильдеева, 20",1 этаж,450098,Планета м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.5,9,89191468189 (техническая поддержка),,,,,,,,,54.761134,56.034901,https://2gis.com/firm/70000001057710007,branch
Vodorobot,,Питьевая вода,"Российская, 43",,450104,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,4.4,17,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.778083,56.036337,https://2gis.com/firm/70000001055994768,branch
Красная горкa,водомат,Питьевая вода,"бульвар Тюлькина, 3 к1",,450098,Глумилино м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.768768,56.03468,https://2gis.com/firm/70000001046443751,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"Даяна Мурзина, 11/1а",,450018,,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.4,13,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.674072,55.918107,https://2gis.com/firm/70000001053094798,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"Российская, 43/5",,450104,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.776966,56.039685,https://2gis.com/firm/70000001092859550,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"Даяна Мурзина, 9",,450018,,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.672629,55.92013,https://2gis.com/firm/70000001093671259,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"бульвар Славы, 15/1",,450075,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.2,10,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.790595,56.034157,https://2gis.com/firm/70000001052112913,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"Юрия Гагарина, 68 к2",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.8,3,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.775963,56.076941,https://2gis.com/firm/70000001057879207,branch
Vodorobot,,Питьевая вода,"Российская, 25",,450104,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,12,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.784303,56.040315,https://2gis.com/firm/70000001040741315,branch
Vodorobot,,Питьевая вода,"проспект Октября, 121/1а",1 этаж,450075,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.789068,56.032819,https://2gis.com/firm/70000001086761445,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"Российская, 15 к3",,450081,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.2,10,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.787716,56.040619,https://2gis.com/firm/70000001051486837,branch
Vodorobot,,Питьевая вода,"Юрия Гагарина, 26/2",1 этаж,450073,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.764069,56.061733,https://2gis.com/firm/70000001067220381,branch
Vodorobot,,Питьевая вода,"Баязита Бикбая, 36/1",1 этаж,450073,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.5,2,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.763155,56.065219,https://2gis.com/firm/70000001076296348,branch
Чистая вода,автомат питьевой воды,Питьевая вода,"Воинов-Интернационалистов, 7",,450104,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.6,2,88002508001 (техническая поддержка),,http://aquacapital.ru,,,,,https://t.me/Elya0139,,54.781066,56.048243,https://2gis.com/firm/70000001085336536,branch
Живая вода,водомат,Питьевая вода,"Бориса Домашникова, 22",1 этаж,450015,,Советский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,2,89177383429,,,,,,https://wa.me/79177383429,,,54.740495,55.94319,https://2gis.com/firm/70000001044520945,branch
Живая вода,водомат,Питьевая вода,"Менделеева, 9/3 к1",,450047,Дружба м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89191468189 (техническая поддержка),,,,,,,,,54.712612,55.976266,https://2gis.com/firm/70000001079224775,branch
Живая вода,водомат,Питьевая вода,"Чернышевского, 12",1 этаж,450076,,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.1,2,89191468189 (техническая поддержка),,,,,,,,,54.732217,55.925857,https://2gis.com/firm/70000001080441737,branch
Живая вода,водомат,Питьевая вода,,,450076,,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89191468189 (техническая поддержка),,,,,,,,,54.731516,55.929941,https://2gis.com/firm/70000001089467914,branch
Живая вода,водомат,Питьевая вода,"Комсомольская, 18а",,450097,Северный-Посадский м-н,Советский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.0,1,89191468189 (техническая поддержка),,,,,,,,,54.742382,55.996541,https://2gis.com/firm/70000001090473955,branch
Живая вода,водомат,Питьевая вода,"Менделеева, 136/1",,450022,Зелёная роща м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89191468189 (техническая поддержка),,,,,,,,,54.718015,56.012749,https://2gis.com/firm/70000001092448754,branch
